effect	icon	priority	icon_negative	category	is_positive_value_good
#effects_tables;0;db/effects_tables/rhox_grudgebringer					
rhox_grudgebringer_piece_of_eight_1	cst_piece_of_eight.png	1	cst_piece_of_eight.png	campaign	true
rhox_grudgebringer_piece_of_eight_2	cst_piece_of_eight.png	1	cst_piece_of_eight.png	campaign	true
rhox_grudgebringer_piece_of_eight_3	cst_piece_of_eight.png	1	cst_piece_of_eight.png	campaign	true
rhox_grudgebringer_piece_of_eight_4	cst_piece_of_eight.png	1	cst_piece_of_eight.png	campaign	true
rhox_grudgebringer_piece_of_eight_5	cst_piece_of_eight.png	1	cst_piece_of_eight.png	campaign	true
rhox_grudgebringer_piece_of_eight_6	cst_piece_of_eight.png	1	cst_piece_of_eight.png	campaign	true
rhox_grudgebringer_piece_of_eight_7	cst_piece_of_eight.png	1	cst_piece_of_eight.png	campaign	true
rhox_grudgebringer_piece_of_eight_8	cst_piece_of_eight.png	1	cst_piece_of_eight.png	campaign	true
rhox_grudgebringer_piece_of_eight_9	cst_piece_of_eight.png	1	cst_piece_of_eight.png	campaign	true
rhox_grudgebringer_piece_of_eight_10	cst_piece_of_eight.png	1	cst_piece_of_eight.png	campaign	true
rhox_grudgebringer_piece_of_eight_11	cst_piece_of_eight.png	1	cst_piece_of_eight.png	campaign	true
rhox_grudgebringer_piece_of_eight_12	cst_piece_of_eight.png	1	cst_piece_of_eight.png	campaign	true
rhox_grudgebringer_piece_of_eight_13	cst_piece_of_eight.png	1	cst_piece_of_eight.png	campaign	true
rhox_grudgebringer_piece_of_eight_14	cst_piece_of_eight.png	1	cst_piece_of_eight.png	campaign	true
rhox_grudgebringer_piece_of_eight_15	cst_piece_of_eight.png	1	cst_piece_of_eight.png	campaign	true
rhox_grudgebringer_piece_of_eight_16	cst_piece_of_eight.png	1	cst_piece_of_eight.png	campaign	true
rhox_grudgebringer_piece_of_eight_17	cst_piece_of_eight.png	1	cst_piece_of_eight.png	campaign	true
rhox_grudgebringer_piece_of_eight_18	cst_piece_of_eight.png	1	cst_piece_of_eight.png	campaign	true
rhox_grudgebringer_piece_of_eight_19	cst_piece_of_eight.png	1	cst_piece_of_eight.png	campaign	true
rhox_grudgebringer_piece_of_eight_20	cst_piece_of_eight.png	1	cst_piece_of_eight.png	campaign	true
rhox_grudgebringer_piece_of_eight_21	cst_piece_of_eight.png	1	cst_piece_of_eight.png	campaign	true
rhox_grudgebringer_piece_of_eight_22	cst_piece_of_eight.png	1	cst_piece_of_eight.png	campaign	true
rhox_grudgebringer_piece_of_eight_23	cst_piece_of_eight.png	1	cst_piece_of_eight.png	campaign	true
rhox_grudgebringer_piece_of_eight_24	cst_piece_of_eight.png	1	cst_piece_of_eight.png	campaign	true
rhox_grudgebringer_piece_of_eight_25	cst_piece_of_eight.png	1	cst_piece_of_eight.png	campaign	true
rhox_grudgebringer_piece_of_eight_26	cst_piece_of_eight.png	1	cst_piece_of_eight.png	campaign	true
rhox_grudgebringer_piece_of_eight_27	cst_piece_of_eight.png	1	cst_piece_of_eight.png	campaign	true
ovn_grudge_effect_emp_camp_limit	ogre_camp.png	25	ogre_camp.png	campaign	true
rhox_grudge_every_turn_money_dummy	treasury.png	3	treasury.png	campaign	true
rhox_grudge_diplo_reward_bonus	diplomacy.png	2	diplomacy.png	campaign	true
rhox_grudge_market_price	treasury.png	66	treasury.png	campaign	false
rhox_grudge_bonus_unit_from_settlement	agent.png	3	agent.png	campaign	true
rhox_grudge_bonus_money_from_settlement	treasury.png	66	treasury.png	campaign	true
rhox_grudgebringer_lh_reward_bundle_1	cst_piece_of_eight.png	1	cst_piece_of_eight.png	campaign	true
rhox_grudgebringer_lh_reward_bundle_2	cst_piece_of_eight.png	1	cst_piece_of_eight.png	campaign	true
rhox_grudgebringer_lh_reward_bundle_3	cst_piece_of_eight.png	1	cst_piece_of_eight.png	campaign	true
rhox_grudgebringer_lh_reward_bundle_4	cst_piece_of_eight.png	1	cst_piece_of_eight.png	campaign	true
rhox_grudge_debt	treasury.png	66	treasury.png	campaign	true
rhox_grudge_enable_martial_mastery	wh2_main_unit_passive_martial_mastery.png	1	wh2_main_unit_passive_martial_mastery.png	campaign	true
rhox_grudge_enable_stormbringer	general_ability.png	2	general_ability.png	campaign	true
do_effect_agent_action_enable_champion_assist_army_increase_mobility		0		campaign	true
do_effect_agent_action_enable_champion_hinder_settlement_steal_technology		0		campaign	true
rhox_grudge_upkeep_reduction_all_dwf	military_spending.png	105	military_spending.png	campaign	false
rhox_grudge_enable_guardian_inf_dwf	general_ability.png	310	general_ability.png	battle	true
rhox_grudge_leadership_dwf_all	morale.png	411	morale.png	battle	true
ludwig_uberdorf_steam_tank	mount.png	50	mount.png	both	true
rhox_grudge_engrol_unbreakable_all_dwf	attribute_unbreakable.png	620	attribute_unbreakable.png	battle	true
rhox_grudge_engrol_dip_men	diplomacy.png	5	diplomacy.png	campaign	true
rhox_grudge_contract_reward_money	treasury.png	66	treasury.png	campaign	true
rhox_grudgebringer_lh_reward_bundle_5	cst_piece_of_eight.png	1	cst_piece_of_eight.png	campaign	true
rhox_grudgebringer_lh_reward_bundle_6	cst_piece_of_eight.png	1	cst_piece_of_eight.png	campaign	true
rhox_grudge_enable_extra_reload	general_ability.png	310	general_ability.png	battle	true
rhox_grudge_enable_endless_drum	general_ability.png	310	general_ability.png	battle	true
rhox_grudge_effect_force_stat_speed_ksl	battle_movement.png	421	battle_movement.png	battle	true
rhox_grudge_effect_force_stat_melee_defence_ksl	defence.png	451	defence.png	battle	true
rhox_grudge_effect_force_stat_ap_damage_ksl_all	armour_piercing.png	471	armour_piercing.png	battle	true
