building	culture	subculture	faction	description	icon	disables	short_description	display_tooltip
#building_culture_variants_tables;4;db/building_culture_variants_tables/ovn_hlf_buildings								
ovn_Animal_Rearing_1		wh3_main_sc_ogr_ogre_kingdoms		wh_main_PLACEHOLDER	ovn_barnyard	false	ovn_Animal_Rearing_1	true
ovn_Animal_Rearing_2		wh3_main_sc_ogr_ogre_kingdoms		wh_main_PLACEHOLDER	ovn_barnyard	false	ovn_Animal_Rearing_2	true
ovn_half_industry_1		wh3_main_sc_ogr_ogre_kingdoms		wh_main_PLACEHOLDER	ovn_tobacco	false	ovn_cig_1	true
ovn_half_industry_2		wh3_main_sc_ogr_ogre_kingdoms		wh_main_PLACEHOLDER	ovn_tobacco	false	ovn_cig_2	true
ovn_half_industry_3		wh3_main_sc_ogr_ogre_kingdoms		wh_main_PLACEHOLDER	ovn_tobacco	false	ovn_cig_3	true
ovn_half_dragon		wh3_main_sc_ogr_ogre_kingdoms		wh_main_PLACEHOLDER	wood_elves_dragon	false	ovn_half_dragon	true
ovn_half_barracks_1		wh3_main_sc_ogr_ogre_kingdoms		wh_main_PLACEHOLDER	empire_barracks	false	wh_main_emp_barracks_1	true
ovn_half_barracks_2		wh3_main_sc_ogr_ogre_kingdoms		wh_main_PLACEHOLDER	empire_barracks	false	wh_main_emp_barracks_2	true
ovn_half_barracks_3		wh3_main_sc_ogr_ogre_kingdoms		wh_main_PLACEHOLDER	empire_barracks	false	wh_main_emp_barracks_3	true
ovn_half_forges_1		wh3_main_sc_ogr_ogre_kingdoms		wh_main_PLACEHOLDER	ovn_hotpot	false	ovn_kath	true
ovn_half_tavern_1		wh3_main_sc_ogr_ogre_kingdoms		wh_main_PLACEHOLDER	empire_tavern	false	ovn_food_1	true
ovn_half_tavern_2		wh3_main_sc_ogr_ogre_kingdoms		wh_main_PLACEHOLDER	empire_tavern	false	ovn_food_2	true
ovn_half_tavern_3		wh3_main_sc_ogr_ogre_kingdoms		wh_main_PLACEHOLDER	empire_tavern	false	ovn_food_3	true
ovn_hlf_worship_1		wh3_main_sc_ogr_ogre_kingdoms		wh_main_PLACEHOLDER	empire_imperial_cult	false	wh_main_emp_worship_1	true
ovn_hlf_welf_1		wh3_main_sc_ogr_ogre_kingdoms		wh_main_PLACEHOLDER	wood_elves_laurelorn	false	ovn_hlf_welf	true
ovn_hlf_welf_2		wh3_main_sc_ogr_ogre_kingdoms		wh_main_PLACEHOLDER	wood_elves_laurelorn	false	ovn_hlf_welf	true
ovn_hlf_welf_3		wh3_main_sc_ogr_ogre_kingdoms		wh_main_PLACEHOLDER	wood_elves_laurelorn	false	ovn_hlf_welf	true
ovn_hlf_cig		wh3_main_sc_ogr_ogre_kingdoms		wh_main_PLACEHOLDER	hlf_pipe	false	ovn_hlf_cig	true
ovn_half_smiths_1		wh3_main_sc_ogr_ogre_kingdoms		wh_main_PLACEHOLDER	empire_armourer	false	ovn_half_smiths_1	true
ovn_half_smiths_2		wh3_main_sc_ogr_ogre_kingdoms		wh_main_PLACEHOLDER	empire_armourer	false	ovn_half_smiths_2	true
ovn_hlf_roads_1		wh3_main_sc_ogr_ogre_kingdoms		wh_main_PLACEHOLDER	wh2_main_emp_roads	false	wh_main_emp_roads_1	true
ovn_hlf_roads_2		wh3_main_sc_ogr_ogre_kingdoms		wh_main_PLACEHOLDER	wh2_main_emp_roads	false	wh_main_emp_roads_2	true
ovn_hlf_foreign_slot_discovery_1		wh3_main_sc_ogr_ogre_kingdoms		wh_main_PLACEHOLDER	dlc12_patrols	false	foreign_slot_discoverywh_main_emp_empire	true
ovn_hlf_farm_basic_1		wh3_main_sc_ogr_ogre_kingdoms		wh_main_PLACEHOLDER	empire_farm	false	wh_main_emp_farm_basic_1	true
ovn_hlf_farm_basic_2		wh3_main_sc_ogr_ogre_kingdoms		wh_main_PLACEHOLDER	empire_farm	false	wh_main_emp_farm_basic_2	true
ovn_hlf_farm_basic_3		wh3_main_sc_ogr_ogre_kingdoms		wh_main_PLACEHOLDER	empire_farm	false	wh_main_emp_farm_basic_3	true
ovn_hlf_garrison_1		wh3_main_sc_ogr_ogre_kingdoms		wh_main_PLACEHOLDER	empire_garrison	false	wh_main_emp_garrison_1	true
ovn_hlf_garrison_2		wh3_main_sc_ogr_ogre_kingdoms		wh_main_PLACEHOLDER	empire_garrison	false	wh_main_emp_garrison_2	true
ovn_hlf_moot_cauldron_1		wh3_main_sc_ogr_ogre_kingdoms		wh_main_PLACEHOLDER	empire_moot	false	wh_main_sch_special_moot_cauldron_1	true
ovn_hlf_resource_salt_1		wh3_main_sc_ogr_ogre_kingdoms		wh_main_PLACEHOLDER	empire_brine	false	ovn_hlf_resource_salt_1	true
ovn_hlf_resource_salt_2		wh3_main_sc_ogr_ogre_kingdoms		wh_main_PLACEHOLDER	empire_brine	false	ovn_hlf_resource_salt_2	true
ovn_hlf_resource_salt_3		wh3_main_sc_ogr_ogre_kingdoms		wh_main_PLACEHOLDER	empire_brine	false	ovn_hlf_resource_salt_3	true
