key	active_time	recharge_time	num_uses	effect_range	affect_self	num_effected_friendly_units	num_effected_enemy_units	update_targets_every_frame	initial_recharge	activated_projectile	target_friends	target_enemies	target_ground	target_intercept_range	always_affect_self	only_affect_target	wind_up_time	passive	unique_id	bombardment	spawned_unit	wind_up_stance	mana_cost	min_range	targetting_aoe	passive_aoe	active_aoe	activation_effect	vortex	miscast_chance	miscast_explosion	ai_usage	audio	special_ability_display	voiceover_state	additional_melee_cp	additional_missile_cp	parent_ability	spawn_type	spawn_proxy_vfx	target_ground_under_allies	target_ground_under_enemies	miscast_global_bonus	target_self	composite_scene_group_on_wind_up	composite_scene_group_on_active	wind_down_stance	use_loop_stance	update_phase_by_ability_duration	spawn_is_transformation	spawn_is_decoy	only_affect_owned_units	formation	behaviour	current_mana_moves_to_reserve	spawn_shares_health_and_fatigue	affect_siege_equipment	shared_recharge_time	intensity_based_activation	autoresolver_usage	autoresolver_targets	display_stops_when_display_expires	autoresolve_cp_multiplier	ability_available_ui_event	can_be_copied_to_transformation_unit	audio_switch_casting_override	audio_switch_override	ai_usage_template_group	mom_vortex_key	align_orientation_to_target_unit
#unit_special_abilities_tables;72;db/unit_special_abilities_tables/ovn-grudgebringers_only																																																																						
grudge_ballistics_calibration1	-1.0000	-1.0000	-1	0.0000	true	0	0	false	-1.0000		false	false	false	0.0000	false	false	0.0000	true	7878119				0.0000	0.0000	wh_abilities_generic_buff_no_ring					0.0000		augment_ranged_area	wh_group_hero		vo_battle_special_ability_generic_response	0.0000	160.0000				false	false	false	false				false	false	false	false	false			false	false	true	-1.0000	false	default	1	false	0.0000		true		-1.0000			false
grudge_ballistics_calibration2	-1.0000	-1.0000	-1	0.0000	true	0	0	false	-1.0000		false	false	false	0.0000	false	false	0.0000	true	7878120				0.0000	0.0000	wh_abilities_generic_buff_no_ring					0.0000		augment_ranged_area	wh_group_hero		vo_battle_special_ability_generic_response	0.0000	160.0000				false	false	false	false				false	false	false	false	false			false	false	true	-1.0000	false	default	1	false	0.0000		true		-1.0000			false
grudge_ballistics_calibration3	-1.0000	-1.0000	-1	0.0000	true	0	0	false	-1.0000		false	false	false	0.0000	false	false	0.0000	true	7878121				0.0000	0.0000	wh_abilities_generic_buff_no_ring					0.0000		augment_ranged_area	wh_group_hero		vo_battle_special_ability_generic_response	0.0000	160.0000				false	false	false	false				false	false	false	false	false			false	false	true	-1.0000	false	default	1	false	0.0000		true		-1.0000			false
grudge_explosion1	-1.0000	-1.0000	-1	0.0000	true	0	0	false	-1.0000		false	false	false	0.0000	false	false	0.0000	true	7878122				0.0000	0.0000	wh_abilities_generic_buff_no_ring					0.0000		augment_ranged_area	wh_group_hero		vo_battle_special_ability_generic_response	0.0000	160.0000				false	false	false	false				false	false	false	false	false			false	false	true	-1.0000	false	default	1	false	0.0000		true		-1.0000			false
grudge_apexplosion1	-1.0000	-1.0000	-1	0.0000	true	0	0	false	-1.0000		false	false	false	0.0000	false	false	0.0000	true	7878123				0.0000	0.0000	wh_abilities_generic_buff_no_ring					0.0000		augment_ranged_area	wh_group_hero		vo_battle_special_ability_generic_response	0.0000	160.0000				false	false	false	false				false	false	false	false	false			false	false	true	-1.0000	false	default	1	false	0.0000		true		-1.0000			false
grudge_explosion2	-1.0000	-1.0000	-1	0.0000	true	0	0	false	-1.0000		false	false	false	0.0000	false	false	0.0000	true	7878124				0.0000	0.0000	wh_abilities_generic_buff_no_ring					0.0000		augment_ranged_area	wh_group_hero		vo_battle_special_ability_generic_response	0.0000	160.0000				false	false	false	false				false	false	false	false	false			false	false	true	-1.0000	false	default	1	false	0.0000		true		-1.0000			false
grudge_apexplosion2	-1.0000	-1.0000	-1	0.0000	true	0	0	false	-1.0000		false	false	false	0.0000	false	false	0.0000	true	7878125				0.0000	0.0000	wh_abilities_generic_buff_no_ring					0.0000		augment_ranged_area	wh_group_hero		vo_battle_special_ability_generic_response	0.0000	160.0000				false	false	false	false				false	false	false	false	false			false	false	true	-1.0000	false	default	1	false	0.0000		true		-1.0000			false
grudge_explosion3	-1.0000	-1.0000	-1	0.0000	true	0	0	false	-1.0000		false	false	false	0.0000	false	false	0.0000	true	7878126				0.0000	0.0000	wh_abilities_generic_buff_no_ring					0.0000		augment_ranged_area	wh_group_hero		vo_battle_special_ability_generic_response	0.0000	160.0000				false	false	false	false				false	false	false	false	false			false	false	true	-1.0000	false	default	1	false	0.0000		true		-1.0000			false
grudge_apexplosion3	-1.0000	-1.0000	-1	0.0000	true	0	0	false	-1.0000		false	false	false	0.0000	false	false	0.0000	true	7878127				0.0000	0.0000	wh_abilities_generic_buff_no_ring					0.0000		augment_ranged_area	wh_group_hero		vo_battle_special_ability_generic_response	0.0000	160.0000				false	false	false	false				false	false	false	false	false			false	false	true	-1.0000	false	default	1	false	0.0000		true		-1.0000			false
grudge_weapon_abilities_the_reikland_runefang	33.0000	120.0000	-1	50.0000	true	-1	0	true	90.0000		false	false	false	0.0000	false	false	0.0000	false	7878128				0.0000	0.0000	wh_abilities_generic_buff				wh2_main_weapon_abilities_sunfang	0.0000		augment_melee_area	wh_group_item		vo_battle_special_ability_generic_response	238.0000	0.0000				false	false	false	false				false	false	false	false	false			false	false	true	-1.0000	false	default	1	false	0.0000		true		-1.0000			false
grudge_weapon_abilities_grudgebringer_sword	-1.0000	60.0000	-1	0.0000	false	0	0	false	0.0000	wh_main_spell_fire_fireball_upgraded	false	true	true	100.0000	false	false	0.0000	false	210309991				0.0000	0.0000	wh_spell_generic_missile	wh_spell_generic_missile				0.0000		projectile_explosive	wh_main_spell_fire_fireball	fire_short	wh_main_spell_fire_fireball	200.0000	0.0000		80.0000		false	false	false	false				false	false	false	false	false			false	false	true	-1.0000	false	default	1	false	0.0000		true					false
grudge_weapon_abilities_storm_sword	11.0000	90.0000	-1	0.0000	true	0	0	false	60.0000		false	false	false	50.0000	false	false	0.0000	true	7878131	wh_main_lord_abilities_lord_of_the_storm			0.0000	0.0000	wh_spell_generic_bombardment	wh_spell_generic_bombardment	wh_spell_generic_bombardment_active			0.0000		aoe_bombardment	wh_group_magic_wand	heavens_short	vo_battle_special_ability_spell_cast_negative	0.0000	167.0000				false	false	false	false				false	false	false	false	false			false	false	true	-1.0000	false	damage_unit	1	false	0.0000		true					false
grudge_item_abilities_spelleater_shield	-1.0000	-1.0000	-1	70.0000	false	0	-1	true	-1.0000		false	false	false	0.0000	false	false	0.0000	true	7878135			cast_up_short	0.0000	0.0000	wh_abilities_generic_debuff					0.0000					vo_battle_special_ability_generic_response	81.0000	81.0000				false	false	false	false				false	false	false	false	false			false	false	true	-1.0000	false	default	1	false	0.0000		true		-1.0000			false
grudge_ability_swiftness_of_itzl	35.0000	90.0000	-1	0.0000	true	0	0	false	60.0000		false	false	false	0.0000	false	false	0.0000	false	7878136				0.0000	0.0000	wh_abilities_generic_explosion					0.0000		augment_melee	wh_group_character		vo_battle_special_ability_generic_response	76.0000	76.0000				false	false	false	false				false	false	false	false	false			false	false	true	-1.0000	false	default	1	false	0.0000		true		-1.0000			false
grudge_ability_skv_verminous_valour	14.0000	45.0000	-1	0.0000	true	0	0	false	30.0000		false	false	false	0.0000	false	false	0.0000	false	7878137				0.0000	0.0000	wh_abilities_generic_explosion					0.0000		augment_melee	wh_group_character		vo_battle_special_ability_generic_response	30.0000	45.0000				false	false	false	false				false	false	false	false	false			false	false	true	-1.0000	false	default	1	false	0.0000		true		-1.0000			false
grudge_hero_abilities_shrapnel_shot	15.0000	0.0000	1	0.0000	false	0	0	false	0.0000	grudge_wh_emp_great_cannon_ball_canister	false	true	false	150.0000	false	false	1.0000	false	7878091				0.0000	0.0000	wh_spell_generic_missiles					0.0000		always_use_only_land	wh_group_item		vo_battle_special_ability_generic_response	42.0000	126.0000				false	false	false	false				false	false	false	false	false			false	false	true	-1.0000	false	default	1	false	0.0000		true		-1.0000			false
grudge_hero_abilities_pepperpot	15.0000	0.0000	1	0.0000	false	0	0	false	0.0000	grudge_wh_emp_blasting_charge	false	true	false	200.0000	false	false	1.0000	false	7878092				0.0000	0.0000	wh_spell_generic_missiles					0.0000		projectile_low_power_explosive	wh_group_item		vo_battle_special_ability_generic_response	42.0000	126.0000				false	false	false	false				false	false	false	false	false			false	false	true	-1.0000	false	default	1	false	0.0000		true		-1.0000			false
